Category,ViewPath,Substitutions,en-US*,en-US,"ref=""0""","ref=""1""","ref=""2""","ref=""3""","ref=""4""","ref=""5""","ref=""6""","ref=""7""","ref=""8""","ref=""9""","ref=""10""","ref=""11""","ref=""12""","ref=""13""","ref=""14""","ref=""15"""
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 22\Network title,,RUNG PHEU COT LIEU,RUNG PHEU COT LIEU,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\SAN RUNG\Comment,,Sàn rung cốt liệu,Sàn rung cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\SAN RUNG,,Sàn rung cốt liệu,Sàn rung cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#3_WD_SILO [DB3]\SB1_KL_RTD,,SBS1 khối lượng rơi tự do,SBS1 khối lượng rơi tự do,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#3_WD_SILO [DB3]\SB1_SS_DUOI,,SBS1 sai số dưới,SBS1 sai số dưới,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#3_WD_SILO [DB3]\SB1_SS_TREN,,SBS1 sai số trên,SBS1 sai số trên,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#3_WD_SILO [DB3]\SB1_TG_OFF_CAN,,SBS1 thời gian đóng cân,SBS1 thời gian đóng cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#3_WD_SILO [DB3]\SB1_TG_ON_CAN,,SBS1 thời gian mở cân,SBS1 thời gian mở cân,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#3_WD_SILO [DB3]\SB1_TG_ODC,,SBS1 thời gian tính lượng rơi thêm,SBS1 thời gian tính lượng rơi thêm,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\1.ANALOG_INPUT [FB1]\Network 2\Network title,,SCALE ANALOG IN,SCALE ANALOG IN,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_MIXER,,Số mẻ cân nồi trộn,Số mẻ cân nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_AP1,,Số mẻ cân phễu cân  Nhựa 1,Số mẻ cân phễu cân  Nhựa 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_AG1,,Số mẻ cân phễu cân cốt liệu 1,Số mẻ cân phễu cân cốt liệu 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_AG2,,Số mẻ cân phễu cân cốt liệu 2,Số mẻ cân phễu cân cốt liệu 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_AG3,,Số mẻ cân phễu cân cốt liệu 3,Số mẻ cân phễu cân cốt liệu 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_AG4,,Số mẻ cân phễu cân cốt liệu 4,Số mẻ cân phễu cân cốt liệu 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_AG5,,Số mẻ cân phễu cân cốt liệu 5,Số mẻ cân phễu cân cốt liệu 5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_FD1,,Số mẻ cân phễu cân FD 1,Số mẻ cân phễu cân FD 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMC_SB1,,Số mẻ cân phễu cân SBS 1,Số mẻ cân phễu cân SBS 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#4_WD_WEIGHT [DB4]\SO_ME_TRON,,Số mẻ cần trộn,Số mẻ cần trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_MIXER,,Số mẻ xả nồi trộn,Số mẻ xả nồi trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_AP1,,Số mẻ xả phễu cân  Nhựa 1,Số mẻ xả phễu cân  Nhựa 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_AG1,,Số mẻ xả phễu cân cốt liệu 1,Số mẻ xả phễu cân cốt liệu 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_AG2,,Số mẻ xả phễu cân cốt liệu 2,Số mẻ xả phễu cân cốt liệu 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_AG3,,Số mẻ xả phễu cân cốt liệu 3,Số mẻ xả phễu cân cốt liệu 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_AG4,,Số mẻ xả phễu cân cốt liệu 4,Số mẻ xả phễu cân cốt liệu 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_AG5,,Số mẻ xả phễu cân cốt liệu 5,Số mẻ xả phễu cân cốt liệu 5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_FD1,,Số mẻ xả phễu cân FD 1,Số mẻ xả phễu cân FD 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\SMX_SB1,,Số mẻ xả phễu cân SBS 1,Số mẻ xả phễu cân SBS 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\FAU,,Tạm dừng cân trong mode Auto,Tạm dừng cân trong mode Auto,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\Out_Put [83]\TANG SAY\Comment,,Tang sấy cốt liệu,Tang sấy cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TANG SAY,,Tang sấy cốt liệu,Tang sấy cốt liệu,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 17\Network title,,TEST SAVE DATA,TEST SAVE DATA,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#5_WD_TIMER [DB5]\TG_Bom Tuoi Nhua,,Thời gian bơm tưới nhựa chạy thêm,Thời gian bơm tưới nhựa chạy thêm,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\T_OFF,,Thời gian cân đóng,Thời gian cân đóng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\T_ON,,Thời gian cân mở,Thời gian cân mở,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\7.WEIGHT_PROCESS [FB7]\T_DL,,Thời gian đợi rơi thêm,Thời gian đợi rơi thêm,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#5_WD_TIMER [DB5]\TG_Xa100,,Thời gian mở cửa nồi 100,Thời gian mở cửa nồi 100,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\TG_THUC TRON,,Thoi gian thuc tron,Thoi gian thuc tron,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\TG_THUC_XA,,Thoi gian thuc xa,Thoi gian thuc xa,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\Main_P1 [OB1]\Network 16\Network title,,THOI GIAN TRON,THOI GIAN TRON,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#5_WD_TIMER [DB5]\TG_Tron,,Thời gian trộn,Thời gian trộn,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#5_WD_TIMER [DB5]\TG_Xa AP Sau AG,,Thời gian xả AP sau AG,Thời gian xả AP sau AG,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#5_WD_TIMER [DB5]\TG_Xa FD Sau AG,,Thời gian xả FD sau AG,Thời gian xả FD sau AG,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#5_WD_TIMER [DB5]\TG_Xa SBS Sau AG,,Thời gian xả SBS sau AG,Thời gian xả SBS sau AG,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_AG1,,Thực cân cốt liệu 1,Thực cân cốt liệu 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_AGG1,,Thực cân Cốt liệu 1,Thực cân Cốt liệu 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_AG2,,Thực cân cốt liệu 2,Thực cân cốt liệu 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_AGG2,,Thực cân Cốt liệu 2,Thực cân Cốt liệu 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_AG3,,Thực cân cốt liệu 3,Thực cân cốt liệu 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_AGG3,,Thực cân Cốt liệu 3,Thực cân Cốt liệu 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_AG4,,Thực cân cốt liệu 4,Thực cân cốt liệu 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_AGG4,,Thực cân Cốt liệu 4,Thực cân Cốt liệu 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_AG5,,Thực cân cốt liệu 5,Thực cân cốt liệu 5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_AGG5,,Thực cân Cốt liệu 5,Thực cân Cốt liệu 5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_FD1,,Thực cân F/D 1,Thực cân F/D 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_AP1,,Thực cân Nhựa 1,Thực cân Nhựa 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_AP1,,Thực cân Nhựa 1,Thực cân Nhựa 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_SB1,,Thực cân SBS 1,Thực cân SBS 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#8_RD_REPORT [DB8]\PV_SB1,,Thực cân SBS 1,Thực cân SBS 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PV_FD1,,Thực cân silo FD 1,Thực cân silo FD 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_AG1,,Thực cân tay cốt liệu 1,Thực cân tay cốt liệu 1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_AG2,,Thực cân tay cốt liệu 2,Thực cân tay cốt liệu 2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_AG3,,Thực cân tay cốt liệu 3,Thực cân tay cốt liệu 3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_AG4,,Thực cân tay cốt liệu 4,Thực cân tay cốt liệu 4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_AG5,,Thực cân tay cốt liệu 5,Thực cân tay cốt liệu 5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_FD1,,Thực cân tay FD1,Thực cân tay FD1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_AP1,,Thực cân tay Nhựa,Thực cân tay Nhựa,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#7_RD_RUN [DB7]\PVM_SB1,,Thực cân tay SBS1,Thực cân tay SBS1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. CUA DONG\Comment,,Tín hiệu  cửa nồi trộn đóng,Tín hiệu  cửa nồi trộn đóng,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. CUA DONG,,Tín hiệu  cửa nồi trộn đóng,Tín hiệu  cửa nồi trộn đóng,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. BTN\Comment,,Tín hiệu băng tải ngang,Tín hiệu băng tải ngang,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. BTN,,Tín hiệu băng tải ngang,Tín hiệu băng tải ngang,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. BTX\Comment,,Tín hiệu băng tải xiên,Tín hiệu băng tải xiên,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. BTX,,Tín hiệu băng tải xiên,Tín hiệu băng tải xiên,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. SILO FD HIGHT\Comment,,Tín hiệu báo mức cao silo chứa F/D,Tín hiệu báo mức cao silo chứa F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. SILO FD HIGHT,,Tín hiệu báo mức cao silo chứa F/D,Tín hiệu báo mức cao silo chứa F/D,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. SILO FD LOW\Comment,,Tín hiệu báo mức thấp silo chứa F/D,Tín hiệu báo mức thấp silo chứa F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. SILO FD LOW,,Tín hiệu báo mức thấp silo chứa F/D,Tín hiệu báo mức thấp silo chứa F/D,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TRAN AG1\Comment,,Tín hiệu báo tràn silo AG1,Tín hiệu báo tràn silo AG1,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TRAN AG1,,Tín hiệu báo tràn silo AG1,Tín hiệu báo tràn silo AG1,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TRAN AG2\Comment,,Tín hiệu báo tràn silo AG2,Tín hiệu báo tràn silo AG2,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TRAN AG2,,Tín hiệu báo tràn silo AG2,Tín hiệu báo tràn silo AG2,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TRAN AG3\Comment,,Tín hiệu báo tràn silo AG3,Tín hiệu báo tràn silo AG3,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TRAN AG3,,Tín hiệu báo tràn silo AG3,Tín hiệu báo tràn silo AG3,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TRAN AG4\Comment,,Tín hiệu báo tràn silo AG4,Tín hiệu báo tràn silo AG4,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TRAN AG4,,Tín hiệu báo tràn silo AG4,Tín hiệu báo tràn silo AG4,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TRAN AG5\Comment,,Tín hiệu báo tràn silo AG5,Tín hiệu báo tràn silo AG5,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TRAN AG5,,Tín hiệu báo tràn silo AG5,Tín hiệu báo tràn silo AG5,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TRAN FD1\Comment,,Tín hiệu báo tràn silo F/D,Tín hiệu báo tràn silo F/D,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TRAN FD1,,Tín hiệu báo tràn silo F/D,Tín hiệu báo tràn silo F/D,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. TRAN SB1\Comment,,Tín hiệu báo tràn silo SBS,Tín hiệu báo tràn silo SBS,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. TRAN SB1,,Tín hiệu báo tràn silo SBS,Tín hiệu báo tràn silo SBS,,,,,,,,,,,,,,,,
<TagCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\PLC tags\In_Put [40]\TH. CUA MO\Comment,,Tín hiệu cửa nồi trộn mở,Tín hiệu cửa nồi trộn mở,,,,,,,,,,,,,,,,
<BlockCommentCategoryData>,BTNN_VACM_V1_1_relay_dp4_AnSon\PLC_1 [CPU 1214C AC/DC/Rly]\Program blocks\C#1_RB [DB1]\TH. CUA MO,,Tín hiệu cửa nồi trộn mở,Tín hiệu cửa nồi trộn mở,,,,,,,,,,,,,,,,
